agency_cd,site_no,datetime,tz_cd,discharge_cfs,151779_00060_cd
USGS,12451000,2021-11-17 00:00:00,PST,4540,A
USGS,12451000,2021-11-17 00:15:00,PST,4330,A
USGS,12451000,2021-11-17 00:30:00,PST,4370,A
USGS,12451000,2021-11-17 00:45:00,PST,4450,A
USGS,12451000,2021-11-17 01:00:00,PST,4230,A
USGS,12451000,2021-11-17 01:15:00,PST,4330,A
USGS,12451000,2021-11-17 01:30:00,PST,4330,A
USGS,12451000,2021-11-17 01:45:00,PST,4470,A
USGS,12451000,2021-11-17 02:00:00,PST,4330,A
USGS,12451000,2021-11-17 02:15:00,PST,4130,A
USGS,12451000,2021-11-17 02:30:00,PST,4130,A
USGS,12451000,2021-11-17 02:45:00,PST,4090,A
USGS,12451000,2021-11-17 03:00:00,PST,4050,A
USGS,12451000,2021-11-17 03:15:00,PST,4010,A
USGS,12451000,2021-11-17 03:30:00,PST,4010,A
USGS,12451000,2021-11-17 03:45:00,PST,4010,A
USGS,12451000,2021-11-17 04:00:00,PST,3970,A
USGS,12451000,2021-11-17 04:15:00,PST,3990,A
USGS,12451000,2021-11-17 04:30:00,PST,3870,A
USGS,12451000,2021-11-17 04:45:00,PST,3890,A
USGS,12451000,2021-11-17 05:00:00,PST,4110,A
USGS,12451000,2021-11-17 05:15:00,PST,4150,A
USGS,12451000,2021-11-17 05:30:00,PST,4190,A
USGS,12451000,2021-11-17 05:45:00,PST,4030,A
USGS,12451000,2021-11-17 06:00:00,PST,4130,A
USGS,12451000,2021-11-17 06:15:00,PST,3970,A
USGS,12451000,2021-11-17 06:30:00,PST,4170,A
USGS,12451000,2021-11-17 06:45:00,PST,4010,A
USGS,12451000,2021-11-17 07:00:00,PST,4070,A
USGS,12451000,2021-11-17 07:15:00,PST,3890,A
USGS,12451000,2021-11-17 07:30:00,PST,3950,A
USGS,12451000,2021-11-17 07:45:00,PST,3970,A
USGS,12451000,2021-11-17 08:00:00,PST,4030,A
USGS,12451000,2021-11-17 08:15:00,PST,4030,A
USGS,12451000,2021-11-17 08:30:00,PST,3840,A
USGS,12451000,2021-11-17 08:45:00,PST,3990,A
USGS,12451000,2021-11-17 09:00:00,PST,3840,A
USGS,12451000,2021-11-17 09:15:00,PST,3840,A
USGS,12451000,2021-11-17 09:30:00,PST,3820,A
USGS,12451000,2021-11-17 09:45:00,PST,3890,A
USGS,12451000,2021-11-17 10:00:00,PST,3700,A
USGS,12451000,2021-11-17 10:15:00,PST,3720,A
USGS,12451000,2021-11-17 10:30:00,PST,3800,A
USGS,12451000,2021-11-17 10:45:00,PST,3740,A
USGS,12451000,2021-11-17 11:00:00,PST,3700,A
USGS,12451000,2021-11-17 11:15:00,PST,3740,A
USGS,12451000,2021-11-17 11:30:00,PST,3700,A
USGS,12451000,2021-11-17 11:45:00,PST,3740,A
USGS,12451000,2021-11-17 12:00:00,PST,3720,A
USGS,12451000,2021-11-17 12:15:00,PST,3610,A
USGS,12451000,2021-11-17 12:30:00,PST,3650,A
USGS,12451000,2021-11-17 12:45:00,PST,3660,A
USGS,12451000,2021-11-17 13:00:00,PST,3570,A
USGS,12451000,2021-11-17 13:15:00,PST,3590,A
USGS,12451000,2021-11-17 13:30:00,PST,3590,A
USGS,12451000,2021-11-17 13:45:00,PST,3520,A
USGS,12451000,2021-11-17 14:00:00,PST,3530,A
USGS,12451000,2021-11-17 14:15:00,PST,3500,A
USGS,12451000,2021-11-17 14:30:00,PST,3480,A
USGS,12451000,2021-11-17 14:45:00,PST,3570,A
USGS,12451000,2021-11-17 15:00:00,PST,3530,A
USGS,12451000,2021-11-17 15:15:00,PST,3530,A
USGS,12451000,2021-11-17 15:30:00,PST,3680,A
USGS,12451000,2021-11-17 15:45:00,PST,3500,A
USGS,12451000,2021-11-17 16:00:00,PST,3460,A
USGS,12451000,2021-11-17 16:15:00,PST,3460,A
USGS,12451000,2021-11-17 16:30:00,PST,3500,A
USGS,12451000,2021-11-17 16:45:00,PST,3480,A
USGS,12451000,2021-11-17 17:00:00,PST,3400,A
USGS,12451000,2021-11-17 17:15:00,PST,3390,A
USGS,12451000,2021-11-17 17:30:00,PST,3420,A
USGS,12451000,2021-11-17 17:45:00,PST,3350,A
USGS,12451000,2021-11-17 18:00:00,PST,3400,A
USGS,12451000,2021-11-17 18:15:00,PST,3500,A
USGS,12451000,2021-11-17 18:30:00,PST,3370,A
USGS,12451000,2021-11-17 18:45:00,PST,3350,A
USGS,12451000,2021-11-17 19:00:00,PST,3350,A
USGS,12451000,2021-11-17 19:15:00,PST,3460,A
USGS,12451000,2021-11-17 19:30:00,PST,3300,A
USGS,12451000,2021-11-17 19:45:00,PST,3440,A
USGS,12451000,2021-11-17 20:00:00,PST,3440,A
USGS,12451000,2021-11-17 20:15:00,PST,3330,A
USGS,12451000,2021-11-17 20:30:00,PST,3260,A
USGS,12451000,2021-11-17 20:45:00,PST,3310,A
USGS,12451000,2021-11-17 21:00:00,PST,3330,A
USGS,12451000,2021-11-17 21:15:00,PST,3300,A
USGS,12451000,2021-11-17 21:30:00,PST,3390,A
USGS,12451000,2021-11-17 21:45:00,PST,3310,A
USGS,12451000,2021-11-17 22:00:00,PST,3280,A
USGS,12451000,2021-11-17 22:15:00,PST,3300,A
USGS,12451000,2021-11-17 22:30:00,PST,3300,A
USGS,12451000,2021-11-17 22:45:00,PST,3220,A
USGS,12451000,2021-11-17 23:00:00,PST,3240,A
USGS,12451000,2021-11-17 23:15:00,PST,3220,A
USGS,12451000,2021-11-17 23:30:00,PST,3240,A
USGS,12451000,2021-11-17 23:45:00,PST,3220,A
USGS,12451000,2021-11-18 00:00:00,PST,3140,A
USGS,12451000,2021-11-18 00:15:00,PST,3190,A
USGS,12451000,2021-11-18 00:30:00,PST,3210,A
USGS,12451000,2021-11-18 00:45:00,PST,3140,A
USGS,12451000,2021-11-18 01:00:00,PST,3310,A
USGS,12451000,2021-11-18 01:15:00,PST,3170,A
USGS,12451000,2021-11-18 01:30:00,PST,3170,A
USGS,12451000,2021-11-18 01:45:00,PST,3170,A
USGS,12451000,2021-11-18 02:00:00,PST,3100,A
USGS,12451000,2021-11-18 02:15:00,PST,3080,A
USGS,12451000,2021-11-18 02:30:00,PST,3240,A
USGS,12451000,2021-11-18 02:45:00,PST,3140,A
USGS,12451000,2021-11-18 03:00:00,PST,3080,A
USGS,12451000,2021-11-18 03:15:00,PST,3150,A
USGS,12451000,2021-11-18 03:30:00,PST,3140,A
USGS,12451000,2021-11-18 03:45:00,PST,3100,A
USGS,12451000,2021-11-18 04:00:00,PST,3050,A
USGS,12451000,2021-11-18 04:15:00,PST,3050,A
USGS,12451000,2021-11-18 04:30:00,PST,3010,A
USGS,12451000,2021-11-18 04:45:00,PST,3190,A
USGS,12451000,2021-11-18 05:00:00,PST,3010,A
USGS,12451000,2021-11-18 05:15:00,PST,3070,A
USGS,12451000,2021-11-18 05:30:00,PST,3100,A
USGS,12451000,2021-11-18 05:45:00,PST,3050,A
USGS,12451000,2021-11-18 06:00:00,PST,2940,A
USGS,12451000,2021-11-18 06:15:00,PST,3140,A
USGS,12451000,2021-11-18 06:30:00,PST,3150,A
USGS,12451000,2021-11-18 06:45:00,PST,3010,A
USGS,12451000,2021-11-18 07:00:00,PST,3010,A
USGS,12451000,2021-11-18 07:15:00,PST,2890,A
USGS,12451000,2021-11-18 07:30:00,PST,3050,A
USGS,12451000,2021-11-18 07:45:00,PST,2980,A
USGS,12451000,2021-11-18 08:00:00,PST,2890,A
USGS,12451000,2021-11-18 08:15:00,PST,2930,A
USGS,12451000,2021-11-18 08:30:00,PST,2910,A
USGS,12451000,2021-11-18 08:45:00,PST,2880,A
USGS,12451000,2021-11-18 09:00:00,PST,2890,A
USGS,12451000,2021-11-18 09:15:00,PST,3000,A
USGS,12451000,2021-11-18 09:30:00,PST,2930,A
USGS,12451000,2021-11-18 09:45:00,PST,2960,A
USGS,12451000,2021-11-18 10:00:00,PST,2890,A
USGS,12451000,2021-11-18 10:15:00,PST,2890,A
USGS,12451000,2021-11-18 10:30:00,PST,2960,A
USGS,12451000,2021-11-18 10:45:00,PST,2830,A
USGS,12451000,2021-11-18 11:00:00,PST,2860,A
USGS,12451000,2021-11-18 11:15:00,PST,2880,A
USGS,12451000,2021-11-18 11:30:00,PST,2910,A
USGS,12451000,2021-11-18 11:45:00,PST,2860,A
USGS,12451000,2021-11-18 12:00:00,PST,2880,A
USGS,12451000,2021-11-18 12:15:00,PST,2890,A
USGS,12451000,2021-11-18 12:30:00,PST,2880,A
USGS,12451000,2021-11-18 12:45:00,PST,2960,A
USGS,12451000,2021-11-18 13:00:00,PST,2860,A
USGS,12451000,2021-11-18 13:15:00,PST,2830,A
USGS,12451000,2021-11-18 13:30:00,PST,2840,A
USGS,12451000,2021-11-18 13:45:00,PST,2890,A
USGS,12451000,2021-11-18 14:00:00,PST,2930,A
USGS,12451000,2021-11-18 14:15:00,PST,2910,A
USGS,12451000,2021-11-18 14:30:00,PST,2840,A
USGS,12451000,2021-11-18 14:45:00,PST,2860,A
USGS,12451000,2021-11-18 15:00:00,PST,2840,A
USGS,12451000,2021-11-18 15:15:00,PST,2830,A
USGS,12451000,2021-11-18 15:30:00,PST,2780,A
USGS,12451000,2021-11-18 15:45:00,PST,2840,A
USGS,12451000,2021-11-18 16:00:00,PST,2790,A
USGS,12451000,2021-11-18 16:15:00,PST,2840,A
USGS,12451000,2021-11-18 16:30:00,PST,2740,A
USGS,12451000,2021-11-18 16:45:00,PST,2730,A
USGS,12451000,2021-11-18 17:00:00,PST,2830,A
USGS,12451000,2021-11-18 17:15:00,PST,2810,A
USGS,12451000,2021-11-18 17:30:00,PST,2790,A
USGS,12451000,2021-11-18 17:45:00,PST,2790,A
USGS,12451000,2021-11-18 18:00:00,PST,2790,A
USGS,12451000,2021-11-18 18:15:00,PST,2790,A
USGS,12451000,2021-11-18 18:30:00,PST,2780,A
USGS,12451000,2021-11-18 18:45:00,PST,2780,A
USGS,12451000,2021-11-18 19:00:00,PST,2790,A
USGS,12451000,2021-11-18 19:15:00,PST,2760,A
USGS,12451000,2021-11-18 19:30:00,PST,2760,A
USGS,12451000,2021-11-18 19:45:00,PST,2780,A
USGS,12451000,2021-11-18 20:00:00,PST,2740,A
USGS,12451000,2021-11-18 20:15:00,PST,2840,A
USGS,12451000,2021-11-18 20:30:00,PST,2740,A
USGS,12451000,2021-11-18 20:45:00,PST,2690,A
USGS,12451000,2021-11-18 21:00:00,PST,2780,A
USGS,12451000,2021-11-18 21:15:00,PST,2790,A
USGS,12451000,2021-11-18 21:30:00,PST,2690,A
USGS,12451000,2021-11-18 21:45:00,PST,2690,A
USGS,12451000,2021-11-18 22:00:00,PST,2680,A
USGS,12451000,2021-11-18 22:15:00,PST,2690,A
USGS,12451000,2021-11-18 22:30:00,PST,2630,A
USGS,12451000,2021-11-18 22:45:00,PST,2690,A
USGS,12451000,2021-11-18 23:00:00,PST,2610,A
USGS,12451000,2021-11-18 23:15:00,PST,2660,A
USGS,12451000,2021-11-18 23:30:00,PST,2660,A
USGS,12451000,2021-11-18 23:45:00,PST,2660,A
USGS,12451000,2021-11-19 00:00:00,PST,2610,A
USGS,12451000,2021-11-19 00:15:00,PST,2640,A
USGS,12451000,2021-11-19 00:30:00,PST,2710,A
USGS,12451000,2021-11-19 00:45:00,PST,2660,A
USGS,12451000,2021-11-19 01:00:00,PST,2730,A
USGS,12451000,2021-11-19 01:15:00,PST,2610,A
USGS,12451000,2021-11-19 01:30:00,PST,2590,A
USGS,12451000,2021-11-19 01:45:00,PST,2690,A
USGS,12451000,2021-11-19 02:00:00,PST,2610,A
USGS,12451000,2021-11-19 02:15:00,PST,2590,A
USGS,12451000,2021-11-19 02:30:00,PST,2610,A
USGS,12451000,2021-11-19 02:45:00,PST,2590,A
USGS,12451000,2021-11-19 03:00:00,PST,2680,A
USGS,12451000,2021-11-19 03:15:00,PST,2630,A
USGS,12451000,2021-11-19 03:30:00,PST,2550,A
USGS,12451000,2021-11-19 03:45:00,PST,2590,A
USGS,12451000,2021-11-19 04:00:00,PST,2580,A
USGS,12451000,2021-11-19 04:15:00,PST,2640,A
USGS,12451000,2021-11-19 04:30:00,PST,2590,A
USGS,12451000,2021-11-19 04:45:00,PST,2530,A
USGS,12451000,2021-11-19 05:00:00,PST,2510,A
USGS,12451000,2021-11-19 05:15:00,PST,2550,A
USGS,12451000,2021-11-19 05:30:00,PST,2580,A
USGS,12451000,2021-11-19 05:45:00,PST,2580,A
USGS,12451000,2021-11-19 06:00:00,PST,2550,A
USGS,12451000,2021-11-19 06:15:00,PST,2510,A
USGS,12451000,2021-11-19 06:30:00,PST,2500,A
USGS,12451000,2021-11-19 06:45:00,PST,2510,A
USGS,12451000,2021-11-19 07:00:00,PST,2530,A
USGS,12451000,2021-11-19 07:15:00,PST,2590,A
USGS,12451000,2021-11-19 07:30:00,PST,2450,A
USGS,12451000,2021-11-19 07:45:00,PST,2470,A
USGS,12451000,2021-11-19 08:00:00,PST,2500,A
USGS,12451000,2021-11-19 08:15:00,PST,2530,A
USGS,12451000,2021-11-19 08:30:00,PST,2510,A
USGS,12451000,2021-11-19 08:45:00,PST,2500,A
USGS,12451000,2021-11-19 09:00:00,PST,2480,A
USGS,12451000,2021-11-19 09:15:00,PST,2500,A
USGS,12451000,2021-11-19 09:30:00,PST,2430,A
USGS,12451000,2021-11-19 09:45:00,PST,2470,A
USGS,12451000,2021-11-19 10:00:00,PST,2450,A
USGS,12451000,2021-11-19 10:15:00,PST,2450,A
USGS,12451000,2021-11-19 10:30:00,PST,2390,A
USGS,12451000,2021-11-19 10:45:00,PST,2430,A
USGS,12451000,2021-11-19 11:00:00,PST,2480,A
USGS,12451000,2021-11-19 11:15:00,PST,2370,A
USGS,12451000,2021-11-19 11:30:00,PST,2480,A
USGS,12451000,2021-11-19 11:45:00,PST,2430,A
USGS,12451000,2021-11-19 12:00:00,PST,2400,A
USGS,12451000,2021-11-19 12:15:00,PST,2500,A
USGS,12451000,2021-11-19 12:30:00,PST,2420,A
USGS,12451000,2021-11-19 12:45:00,PST,2390,A
USGS,12451000,2021-11-19 13:00:00,PST,2400,A
USGS,12451000,2021-11-19 13:15:00,PST,2370,A
USGS,12451000,2021-11-19 13:30:00,PST,2360,A
USGS,12451000,2021-11-19 13:45:00,PST,2390,A
USGS,12451000,2021-11-19 14:00:00,PST,2420,A
USGS,12451000,2021-11-19 14:15:00,PST,2370,A
USGS,12451000,2021-11-19 14:30:00,PST,2400,A
USGS,12451000,2021-11-19 14:45:00,PST,2390,A
USGS,12451000,2021-11-19 15:00:00,PST,2420,A
USGS,12451000,2021-11-19 15:15:00,PST,2370,A
USGS,12451000,2021-11-19 15:30:00,PST,2360,A
USGS,12451000,2021-11-19 15:45:00,PST,2360,A
USGS,12451000,2021-11-19 16:00:00,PST,2330,A
USGS,12451000,2021-11-19 16:15:00,PST,2370,A
USGS,12451000,2021-11-19 16:30:00,PST,2330,A
USGS,12451000,2021-11-19 16:45:00,PST,2290,A
USGS,12451000,2021-11-19 17:00:00,PST,2310,A
USGS,12451000,2021-11-19 17:15:00,PST,2290,A
USGS,12451000,2021-11-19 17:30:00,PST,2330,A
USGS,12451000,2021-11-19 17:45:00,PST,2340,A
USGS,12451000,2021-11-19 18:00:00,PST,2340,A
USGS,12451000,2021-11-19 18:15:00,PST,2360,A
USGS,12451000,2021-11-19 18:30:00,PST,2340,A
USGS,12451000,2021-11-19 18:45:00,PST,2310,A
USGS,12451000,2021-11-19 19:00:00,PST,2310,A
USGS,12451000,2021-11-19 19:15:00,PST,2330,A
USGS,12451000,2021-11-19 19:30:00,PST,2290,A
USGS,12451000,2021-11-19 19:45:00,PST,2250,A
USGS,12451000,2021-11-19 20:00:00,PST,2280,A
USGS,12451000,2021-11-19 20:15:00,PST,2280,A
USGS,12451000,2021-11-19 20:30:00,PST,2250,A
USGS,12451000,2021-11-19 20:45:00,PST,2250,A
USGS,12451000,2021-11-19 21:00:00,PST,2260,A
USGS,12451000,2021-11-19 21:15:00,PST,2230,A
USGS,12451000,2021-11-19 21:30:00,PST,2230,A
USGS,12451000,2021-11-19 21:45:00,PST,2250,A
USGS,12451000,2021-11-19 22:00:00,PST,2250,A
USGS,12451000,2021-11-19 22:15:00,PST,2220,A
USGS,12451000,2021-11-19 22:30:00,PST,2260,A
USGS,12451000,2021-11-19 22:45:00,PST,2220,A
USGS,12451000,2021-11-19 23:00:00,PST,2230,A
USGS,12451000,2021-11-19 23:15:00,PST,2220,A
USGS,12451000,2021-11-19 23:30:00,PST,2230,A
USGS,12451000,2021-11-19 23:45:00,PST,2230,A
